ID,Bathrooms,Bedrooms,Erf Size,Garages,ID,Listing Date,Price,Type of Property,Location
239,2.0,3.0,,6.0,1942,2019-09-10,3000000.0,House,"lat: 51.5073509,long: -0.1277583"
240,,2.0,111 m²,,1946,2019-07-16,1080000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
241,2.0,4.0,242 m²,,1948,2019-08-21,1650000.0,House,"lat: 51.5073509,long: -0.1277583"
242,1.0,2.0,68 m²,,1949,2019-09-28,780000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
243,2.0,2.0,426 m²,2.0,1951,2019-09-15,2549000.0,House,"lat: 51.5073509,long: -0.1277583"
244,4.0,4.0,700 m²,2.0,1952,2019-09-12,5250000.0,House,"lat: 51.5073509,long: -0.1277583"
245,2.0,3.0,500 m²,2.0,1955,2019-07-29,2375000.0,House,"lat: 51.5073509,long: -0.1277583"
246,2.0,3.0,,2.0,1958,2019-10-14,1800000.0,House,"lat: 51.5073509,long: -0.1277583"
247,2.0,3.0,99 m²,1.0,1965,2019-08-20,1075000.0,House,"lat: 51.5073509,long: -0.1277583"
248,2.0,4.0,,,1968,2019-10-01,2950000.0,House,"lat: 51.5073509,long: -0.1277583"
249,2.0,3.0,991 m²,,1970,2019-10-09,1250000.0,House,"lat: 51.5073509,long: -0.1277583"
250,1.0,2.0,,,1972,2019-10-23,820000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
251,2.0,9.0,,,1978,2019-10-17,950000.0,House,"lat: 51.5073509,long: -0.1277583"
252,2.0,3.0,,2.0,1981,2019-10-10,2200000.0,House,"lat: 51.5073509,long: -0.1277583"
253,2.0,3.0,1 005 m²,2.0,1995,2019-10-02,1250000.0,House,"lat: 51.5073509,long: -0.1277583"
254,2.0,3.0,,2.0,1996,2019-08-19,1890000.0,House,"lat: 51.5073509,long: -0.1277583"
255,,3.0,225 m²,1.0,1998,2019-09-04,1995000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
256,2.0,3.0,,,1999,2019-10-15,839900.0,House,"lat: 51.5073509,long: -0.1277583"
257,2.0,3.0,990 m²,2.0,1,2019-07-16,1395000.0,House,"lat: 51.5073509,long: -0.1277583"
258,1.0,2.0,79 m²,,2000,2019-09-30,699000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
259,2.0,4.0,360 m²,2.0,2001,2019-06-25,2350000.0,House,"lat: 51.5073509,long: -0.1277583"
260,2.0,3.0,129 m²,2.0,2006,2019-09-06,1100000.0,House,"lat: 51.5073509,long: -0.1277583"
261,1.0,2.0,76 m²,,2008,2019-07-19,750000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
262,3.0,4.0,570 m²,2.0,2011,2019-07-22,2550000.0,House,"lat: 51.5073509,long: -0.1277583"
263,,,90 m²,,2013,2019-08-23,895000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
264,2.0,3.0,141 m²,2.0,2014,2019-08-07,1280000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
265,1.0,1.0,58 m²,,2033,2019-06-19,499000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
266,6.0,8.0,580 m²,2.0,2040,2019-07-17,2595000.0,House,"lat: 51.5073509,long: -0.1277583"
267,1.0,2.0,66 m²,,2045,2019-09-23,600000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
268,2.0,3.0,991 m²,,2046,2019-10-03,1250000.0,House,"lat: 51.5073509,long: -0.1277583"
269,2.0,3.0,1 m²,1.0,2047,2019-08-20,1499000.0,House,"lat: 51.5073509,long: -0.1277583"
270,3.0,3.0,136 m²,1.0,2054,2019-08-19,1090000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
271,,3.0,141 m²,1.0,2058,2019-10-31,1350000.0,House,"lat: 51.5073509,long: -0.1277583"
272,,3.0,137 m²,1.0,2062,2019-07-31,1099000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
273,5.0,5.0,1 950 m²,5.0,2063,2017-12-11,18500000.0,House,"lat: 51.5073509,long: -0.1277583"
274,2.0,4.0,1 509 m²,1.0,2067,2019-10-04,1550000.0,House,"lat: 51.5073509,long: -0.1277583"
275,2.0,3.0,156 m²,2.0,2068,2019-09-13,1650000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
276,1.0,2.0,73 m²,,2071,2019-09-17,865000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
277,1.0,3.0,1 m²,2.0,2072,2019-08-28,1250000.0,House,"lat: 51.5073509,long: -0.1277583"
278,1.0,2.0,60 m²,,2076,2019-10-10,750000.0,House,"lat: 51.5073509,long: -0.1277583"
279,2.0,3.0,180 m²,,2077,2019-08-21,837000.0,House,"lat: 51.5073509,long: -0.1277583"
280,2.0,2.0,67 m²,,2079,2019-09-06,1139000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
281,1.0,2.0,,1.0,2082,2019-08-19,825000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
282,2.0,2.0,102 m²,2.0,2087,2019-09-19,1250000.0,House,"lat: 51.5073509,long: -0.1277583"
283,2.0,4.0,8 514 m²,2.0,2091,2019-09-11,2150000.0,House,"lat: 51.5073509,long: -0.1277583"
284,,3.0,417 m²,2.0,2094,2019-07-31,3325000.0,House,"lat: 51.5073509,long: -0.1277583"
285,1.0,2.0,,1.0,2097,2019-10-31,620000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
286,1.0,2.0,,,2098,2019-08-21,945000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
287,,,,,2103,2019-10-19,550000.0,House,"lat: 51.5073509,long: -0.1277583"
288,2.0,5.0,123 m²,2.0,2106,2019-07-31,1590000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
289,1.0,3.0,180 m²,,2108,2019-10-15,700000.0,House,"lat: 51.5073509,long: -0.1277583"
290,1.0,4.0,,2.0,2114,2019-08-21,1890000.0,House,"lat: 51.5073509,long: -0.1277583"
291,2.0,4.0,220 m²,2.0,2120,2019-07-15,1095000.0,House,"lat: 51.5073509,long: -0.1277583"
292,1.0,3.0,75 m²,,2121,2019-07-11,829000.0,House,"lat: 51.5073509,long: -0.1277583"
293,1.0,2.0,,,2127,2019-10-29,545000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
294,3.0,4.0,992 m²,2.0,2132,2019-07-29,1799000.0,House,"lat: 51.5073509,long: -0.1277583"
295,3.0,4.0,1 000 m²,2.0,2138,2019-09-14,1579000.0,House,"lat: 51.5073509,long: -0.1277583"
296,2.0,3.0,,1.0,2147,2019-10-10,1400000.0,House,"lat: 51.5073509,long: -0.1277583"
297,1.0,2.0,71 m²,,2150,2019-08-01,885000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
298,,3.0,208 m²,1.0,2153,2019-10-07,1200000.0,House,"lat: 51.5073509,long: -0.1277583"
299,2.0,3.0,56 m²,,2156,2019-08-08,815000.0,House,"lat: 51.5073509,long: -0.1277583"
300,1.0,1.0,4 361 m²,,2165,2019-08-19,750000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
301,,4.0,1022 m²,2.0,2175,2019-07-11,1980000.0,House,"lat: 51.5073509,long: -0.1277583"
302,3.0,4.0,611 m²,4.0,2177,2019-08-01,4250000.0,House,"lat: 51.5073509,long: -0.1277583"
303,1.0,2.0,74 m²,,2182,2019-08-22,770000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
304,,4.0,219 m²,2.0,2186,2019-07-08,3299000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
305,2.0,3.0,235 m²,3.0,2198,2019-07-04,2440000.0,House,"lat: 51.5073509,long: -0.1277583"
306,1.0,2.0,77 m²,,2201,2019-08-08,610000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
307,1.0,3.0,70 m²,,2203,2019-09-21,565000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
308,2.0,3.0,,2.0,2206,2019-09-25,900000.0,House,"lat: 51.5073509,long: -0.1277583"
309,,3.0,305 m²,3.0,2209,2018-09-25,3950000.0,House,"lat: 51.5073509,long: -0.1277583"
310,2.0,3.0,184 m²,1.0,2211,2019-09-11,1650000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
311,1.0,2.0,64 m²,,2212,2019-07-09,670000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
312,1.0,2.0,45 m²,,2215,2019-08-23,573160.0,House,"lat: 51.5073509,long: -0.1277583"
313,3.0,4.0,1 m²,1.0,2227,2019-07-04,1580000.0,House,"lat: 51.5073509,long: -0.1277583"
314,3.0,6.0,350 m²,2.0,2228,2019-07-03,2595000.0,House,"lat: 51.5073509,long: -0.1277583"
315,2.0,3.0,,,2230,2019-09-02,850000.0,House,"lat: 51.5073509,long: -0.1277583"
316,6.0,6.0,900 m²,3.0,2237,2019-08-30,11500000.0,House,"lat: 51.5073509,long: -0.1277583"
317,2.0,3.0,70 m²,,2238,2019-08-19,890000.0,House,"lat: 51.5073509,long: -0.1277583"
318,,3.0,1 580 m²,,2243,2019-09-26,2250000.0,House,"lat: 51.5073509,long: -0.1277583"
319,2.0,2.0,82 m²,,2244,2019-07-16,1100000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
320,3.0,3.0,303 m²,1.0,2251,2019-08-30,2545000.0,House,"lat: 51.5073509,long: -0.1277583"
321,2.0,4.0,1 543 m²,2.0,2256,2019-06-05,1795000.0,House,"lat: 51.5073509,long: -0.1277583"
322,1.0,2.0,,,2264,2019-10-10,490000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
323,4.0,4.0,501 m²,,2265,2019-06-24,6250000.0,House,"lat: 51.5073509,long: -0.1277583"
324,2.0,3.0,859 m²,2.0,2266,2019-08-12,2000000.0,House,"lat: 51.5073509,long: -0.1277583"
325,2.0,4.0,265 m²,3.0,2267,2019-09-18,1925000.0,House,"lat: 51.5073509,long: -0.1277583"
326,,4.0,380 m²,2.0,2269,2019-06-07,4450000.0,House,"lat: 51.5073509,long: -0.1277583"
327,1.0,2.0,,1.0,2275,2019-07-02,920000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
328,3.0,4.0,2 018 m²,2.0,2278,2019-09-08,2250000.0,House,"lat: 51.5073509,long: -0.1277583"
329,2.0,3.0,185 m²,2.0,2280,2019-05-03,1850000.0,House,"lat: 51.5073509,long: -0.1277583"
330,2.0,3.0,150 m²,2.0,2286,2019-09-26,1239000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
331,2.0,3.0,900 m²,,2288,2019-07-26,1349000.0,House,"lat: 51.5073509,long: -0.1277583"
332,5.0,5.0,492 m²,3.0,2290,2019-05-25,8990000.0,House,"lat: 51.5073509,long: -0.1277583"
333,2.0,3.0,850 m²,2.0,2298,2019-07-16,1399000.0,House,"lat: 51.5073509,long: -0.1277583"
334,3.0,3.0,500 m²,3.0,2299,2019-07-16,5795000.0,House,"lat: 51.5073509,long: -0.1277583"
335,2.0,2.0,88 m²,,2301,2019-08-24,875000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
336,2.0,3.0,,2.0,2308,2019-10-15,1650000.0,House,"lat: 51.5073509,long: -0.1277583"
337,4.0,4.0,675 m²,2.0,2333,2019-07-01,4950000.0,House,"lat: 51.5073509,long: -0.1277583"
338,1.0,2.0,45 m²,,2335,2019-10-02,520000.0,House,"lat: 51.5073509,long: -0.1277583"
339,2.0,3.0,844 m²,2.0,2339,2019-08-15,1575000.0,House,"lat: 51.5073509,long: -0.1277583"
340,,4.0,380 m²,2.0,2342,2019-07-05,4480000.0,House,"lat: 51.5073509,long: -0.1277583"
341,2.0,3.0,220 m²,2.0,2343,2019-08-15,1395000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
342,2.0,4.0,1069 m²,2.0,2358,2019-06-19,1825000.0,House,"lat: 51.5073509,long: -0.1277583"
343,2.0,3.0,,2.0,2359,2019-08-08,1650000.0,House,"lat: 51.5073509,long: -0.1277583"
344,2.0,3.0,1 000 m²,2.0,2364,2019-11-01,2750000.0,House,"lat: 51.5073509,long: -0.1277583"
345,2.0,3.0,687 m²,2.0,2366,2019-09-13,2295000.0,House,"lat: 51.5073509,long: -0.1277583"
346,2.0,4.0,522 m²,2.0,2367,2019-08-16,2800000.0,House,"lat: 51.5073509,long: -0.1277583"
347,2.0,3.0,,1.0,2371,2019-10-10,1400000.0,House,"lat: 51.5073509,long: -0.1277583"
348,1.0,2.0,125 m²,2.0,2372,2019-05-18,899000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
349,1.0,3.0,80 m²,,2373,2019-07-04,880000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
350,1.0,2.0,,,2380,2019-10-22,930000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
351,2.0,3.0,200 m²,1.0,2388,2019-08-21,1349000.0,House,"lat: 51.5073509,long: -0.1277583"
352,2.0,2.0,92 m²,,2389,2019-07-10,980000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
353,,5.0,460 m²,3.0,2391,2019-05-22,5250000.0,House,"lat: 51.5073509,long: -0.1277583"
354,2.0,3.0,200 m²,1.0,2407,2019-09-03,1349000.0,House,"lat: 51.5073509,long: -0.1277583"
355,1.0,2.0,66 m²,,2409,2019-09-27,645000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
356,1.0,2.0,,,2416,2019-09-04,700000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
357,2.0,3.0,310 m²,2.0,2418,2019-06-21,1400000.0,House,"lat: 51.5073509,long: -0.1277583"
358,2.0,3.0,1 m²,2.0,2428,2019-06-12,1595000.0,House,"lat: 51.5073509,long: -0.1277583"
359,,4.0,1 m²,2.0,2429,2019-04-04,3490000.0,House,"lat: 51.5073509,long: -0.1277583"
360,,3.0,690 m²,2.0,2438,2019-07-06,3985000.0,House,"lat: 51.5073509,long: -0.1277583"
361,2.0,2.0,98 m²,1.0,2442,2019-08-08,880000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
362,2.0,3.0,959 m²,2.0,2444,2019-07-30,999000.0,House,"lat: 51.5073509,long: -0.1277583"
363,1.0,2.0,66 m²,,2446,2019-09-10,645000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
364,6.0,6.0,,3.0,2449,2019-09-04,7500000.0,House,"lat: 51.5073509,long: -0.1277583"
365,2.0,4.0,183 m²,2.0,2450,2019-06-27,2900000.0,House,"lat: 51.5073509,long: -0.1277583"
366,1.0,2.0,252 m²,,2451,2019-10-25,280000.0,House,"lat: 51.5073509,long: -0.1277583"
367,2.0,3.0,30 800 m²,1.0,2460,2019-07-19,2900000.0,House,"lat: 51.5073509,long: -0.1277583"
368,2.0,3.0,280 m²,1.0,2465,2019-10-07,720000.0,House,"lat: 51.5073509,long: -0.1277583"
369,2.0,3.0,879 m²,,2466,2019-08-30,1590000.0,House,"lat: 51.5073509,long: -0.1277583"
370,1.0,2.0,40 m²,,2467,2019-08-02,470000.0,House,"lat: 51.5073509,long: -0.1277583"
371,6.0,5.0,650 m²,4.0,2477,2019-04-04,7990000.0,House,"lat: 51.5073509,long: -0.1277583"
372,1.0,2.0,72 m²,,2483,2019-08-08,730000.0,House,"lat: 51.5073509,long: -0.1277583"
373,1.0,2.0,64 m²,1.0,2485,2019-08-03,795000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
374,,,,,2489,2019-09-17,525000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
375,1.0,2.0,45 m²,,2490,2019-07-16,465000.0,House,"lat: 51.5073509,long: -0.1277583"
376,2.0,3.0,955 m²,1.0,2494,2019-07-02,1150000.0,House,"lat: 51.5073509,long: -0.1277583"
377,2.0,3.0,,2.0,2495,2019-07-16,2200000.0,House,"lat: 51.5073509,long: -0.1277583"
378,,4.0,567 m²,2.0,2503,2019-07-01,3650000.0,House,"lat: 51.5073509,long: -0.1277583"
379,2.0,4.0,744 m²,1.0,2504,2019-06-04,1295000.0,House,"lat: 51.5073509,long: -0.1277583"
380,3.0,4.0,954 m²,2.0,2506,2019-07-03,1795000.0,House,"lat: 51.5073509,long: -0.1277583"
381,4.0,4.0,552 m²,4.0,2508,2019-06-06,2210000.0,House,"lat: 51.5073509,long: -0.1277583"
382,2.0,4.0,,,2510,2019-07-02,1950000.0,House,"lat: 51.5073509,long: -0.1277583"
383,2.0,3.0,,2.0,2515,2019-10-10,1375000.0,House,"lat: 51.5073509,long: -0.1277583"
384,,3.0,436 m²,2.0,2523,2019-05-31,2150000.0,House,"lat: 51.5073509,long: -0.1277583"
385,2.0,4.0,941 m²,,2532,2019-06-27,2495000.0,House,"lat: 51.5073509,long: -0.1277583"
386,2.0,4.0,300 m²,2.0,2535,2019-09-02,490000.0,House,"lat: 51.5073509,long: -0.1277583"
387,2.0,2.0,92 m²,,2537,2019-05-30,1100000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
388,1.0,2.0,70 m²,,2538,2019-07-18,675000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
389,1.0,2.0,,,2547,2019-07-06,550000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
390,4.0,4.0,800 m²,4.0,2550,2019-07-11,13250000.0,House,"lat: 51.5073509,long: -0.1277583"
391,4.0,6.0,20 000 m²,6.0,2553,2019-08-27,3750000.0,House,"lat: 51.5073509,long: -0.1277583"
392,1.0,3.0,62 m²,,2555,2019-06-20,635000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
393,1.0,2.0,80 m²,,2556,2019-06-21,1150000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
394,2.0,4.0,1 627 m²,2.0,2562,2019-08-06,1980000.0,House,"lat: 51.5073509,long: -0.1277583"
395,2.0,2.0,74 m²,,2565,2019-06-01,1095000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
396,2.0,3.0,208 m²,2.0,2571,2019-05-27,1290000.0,House,"lat: 51.5073509,long: -0.1277583"
397,2.0,3.0,991 m²,2.0,2588,2019-07-27,1050000.0,House,"lat: 51.5073509,long: -0.1277583"
398,2.0,3.0,,1.0,2601,2019-05-21,1450000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
399,1.0,2.0,256 m²,,2606,2019-11-01,240000.0,House,"lat: 51.5073509,long: -0.1277583"
400,2.0,3.0,1 627 m²,2.0,2609,2019-07-09,2150000.0,House,"lat: 51.5073509,long: -0.1277583"
401,,5.0,1 135 m²,3.0,2613,2019-07-28,3999999.0,House,"lat: 51.5073509,long: -0.1277583"
402,2.0,3.0,1 000 m²,1.0,2623,2019-06-19,1050000.0,House,"lat: 51.5073509,long: -0.1277583"
403,,5.0,700 m²,3.0,2628,2018-11-19,3650000.0,House,"lat: 51.5073509,long: -0.1277583"
404,2.0,2.0,84 m²,,2631,2019-06-03,1149000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
405,2.0,3.0,400 m²,2.0,2632,2019-09-04,2295000.0,House,"lat: 51.5073509,long: -0.1277583"
406,2.0,2.0,95 m²,,2637,2019-08-12,1000000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
407,2.0,3.0,991 m²,2.0,2639,2019-05-21,2200000.0,House,"lat: 51.5073509,long: -0.1277583"
408,,3.0,1 297 m²,2.0,2642,2019-07-16,3490000.0,House,"lat: 51.5073509,long: -0.1277583"
409,1.0,1.0,47 m²,,2644,2019-06-21,530000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
410,,6.0,1 500 m²,2.0,2649,2019-03-19,1995000.0,House,"lat: 51.5073509,long: -0.1277583"
411,2.0,3.0,82 m²,,2651,2019-06-19,875000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
412,2.0,3.0,1 020 m²,2.0,2652,2019-08-14,1395000.0,House,"lat: 51.5073509,long: -0.1277583"
413,2.0,3.0,135 m²,,2656,2019-06-05,1200000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
414,1.0,2.0,,,2659,2019-03-20,440000.0,House,"lat: 51.5073509,long: -0.1277583"
415,2.0,4.0,235 m²,2.0,2669,2019-05-28,2150000.0,House,"lat: 51.5073509,long: -0.1277583"
416,2.0,3.0,99 m²,1.0,2674,2019-05-24,1078947.0,House,"lat: 51.5073509,long: -0.1277583"
417,2.0,3.0,82 m²,,2676,2019-05-21,860000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
418,2.0,3.0,714 m²,,2677,2019-06-21,1390000.0,House,"lat: 51.5073509,long: -0.1277583"
419,1.0,2.0,72 m²,,2681,2019-07-05,890000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
420,3.0,5.0,,2.0,2683,2019-07-12,2300000.0,House,"lat: 51.5073509,long: -0.1277583"
421,,4.0,1488 m²,3.0,2689,2019-06-05,4995000.0,House,"lat: 51.5073509,long: -0.1277583"
422,2.0,2.0,72 m²,,2695,2019-08-22,730000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
423,1.0,2.0,79 m²,1.0,2698,2019-07-03,850000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
424,3.0,4.0,600 m²,2.0,2699,2019-09-03,3860000.0,House,"lat: 51.5073509,long: -0.1277583"
425,2.0,3.0,163 m²,2.0,2702,2019-08-15,2490000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
426,2.0,4.0,1 619 m²,2.0,2705,2019-06-25,2690000.0,House,"lat: 51.5073509,long: -0.1277583"
427,,1.0,,,2706,2019-07-23,677000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
428,2.0,3.0,1 000 m²,,2708,2018-11-06,1640000.0,House,"lat: 51.5073509,long: -0.1277583"
429,2.0,3.0,1 m²,2.0,2710,2019-10-08,1799000.0,House,"lat: 51.5073509,long: -0.1277583"
430,2.0,2.0,89 m²,,2711,2019-08-29,945000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
431,2.0,2.0,120 m²,1.0,2712,2019-05-19,1099000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
432,1.0,2.0,3000 m²,1.0,2719,2019-09-18,9800000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
433,1.0,2.0,61 m²,,2722,2019-08-15,650000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
434,3.0,4.0,182 m²,1.0,2728,2019-06-18,1290000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
435,2.0,3.0,,1.0,2735,2019-07-30,1895000.0,House,"lat: 51.5073509,long: -0.1277583"
436,3.0,4.0,930 m²,,2736,2019-08-07,5499000.0,House,"lat: 51.5073509,long: -0.1277583"
437,,4.0,638 m²,2.0,2739,2019-05-14,3940000.0,House,"lat: 51.5073509,long: -0.1277583"
438,2.0,3.0,1 000 m²,2.0,2740,2019-07-18,1350000.0,House,"lat: 51.5073509,long: -0.1277583"
439,2.0,3.0,,,2743,2019-08-23,1899000.0,House,"lat: 51.5073509,long: -0.1277583"
440,1.0,2.0,,,2765,2019-08-20,900000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
441,2.0,2.0,84 m²,,2767,2019-08-07,1099000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
442,2.0,3.0,77 m²,,2768,2019-07-18,850000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
443,2.0,3.0,60 m²,,2769,2019-05-09,906864.0,House,"lat: 51.5073509,long: -0.1277583"
444,2.0,3.0,146 m²,2.0,2790,2019-06-07,1350000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
445,4.0,4.0,400 m²,3.0,2791,2019-02-25,4249000.0,House,"lat: 51.5073509,long: -0.1277583"
446,,,,,2792,2019-09-19,2600000.0,House,"lat: 51.5073509,long: -0.1277583"
447,2.0,3.0,168 m²,2.0,2793,2019-05-19,1295000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
448,1.0,2.0,79 m²,,2799,2019-06-11,775000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
449,,,225 m²,,2802,2019-06-12,2195000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
450,2.0,3.0,99 m²,,2804,2019-05-03,1100000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
451,2.0,2.0,117 m²,,2807,2019-08-15,1600000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
452,,,,,2808,2019-09-25,1200000.0,House,"lat: 51.5073509,long: -0.1277583"
453,1.0,3.0,113 m²,1.0,2814,2019-05-23,820000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
454,2.0,4.0,,2.0,2820,2019-07-29,1990000.0,House,"lat: 51.5073509,long: -0.1277583"
455,2.0,3.0,,2.0,2829,2019-07-02,1349000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
456,2.0,2.0,120 m²,1.0,2838,2019-07-16,1195000.0,House,"lat: 51.5073509,long: -0.1277583"
457,2.0,3.0,,,2843,2019-09-17,850000.0,House,"lat: 51.5073509,long: -0.1277583"
458,2.0,3.0,892 m²,2.0,2848,2019-05-13,1750000.0,House,"lat: 51.5073509,long: -0.1277583"
459,2.0,4.0,451 m²,1.0,2862,2019-10-09,,House,"lat: 51.5073509,long: -0.1277583"
460,2.0,4.0,,2.0,2867,2019-06-08,1450000.0,House,"lat: 51.5073509,long: -0.1277583"
461,2.0,3.0,,,2870,2019-10-22,1860000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
462,1.0,1.0,48 m²,,2871,2019-07-18,525000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
463,2.0,2.0,,,2872,2019-08-19,790000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
464,2.0,3.0,941 m²,,2873,2019-08-12,1450000.0,House,"lat: 51.5073509,long: -0.1277583"
465,1.0,3.0,,,2877,2019-10-14,800000.0,House,"lat: 51.5073509,long: -0.1277583"
466,1.0,2.0,,,2881,2019-10-18,930000.0,House,"lat: 51.5073509,long: -0.1277583"
467,2.0,3.0,1 710 m²,1.0,2882,2019-07-11,1795000.0,House,"lat: 51.5073509,long: -0.1277583"
468,3.0,3.0,,2.0,2884,2019-09-14,2280000.0,House,"lat: 51.5073509,long: -0.1277583"
469,3.0,4.0,,2.0,2888,2019-07-28,1890000.0,House,"lat: 51.5073509,long: -0.1277583"
470,,3.0,902 m²,2.0,2891,2019-07-29,1480000.0,House,"lat: 51.5073509,long: -0.1277583"
471,2.0,2.0,68 m²,,2894,2019-06-04,1295000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
472,1.0,2.0,65 m²,,2899,2019-08-10,695000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
473,2.0,4.0,1 500 m²,2.0,2901,2019-03-06,1699000.0,House,"lat: 51.5073509,long: -0.1277583"
474,2.0,3.0,266 m²,2.0,2903,2019-08-06,3999000.0,House,"lat: 51.5073509,long: -0.1277583"
475,1.0,2.0,,1.0,2911,2019-08-12,650000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
476,4.0,4.0,1 001 m²,4.0,2913,2019-09-02,5850000.0,House,"lat: 51.5073509,long: -0.1277583"
477,3.0,3.0,,2.0,2916,2019-05-30,1650000.0,House,"lat: 51.5073509,long: -0.1277583"
478,2.0,3.0,60 m²,,2920,2019-04-09,933225.0,House,"lat: 51.5073509,long: -0.1277583"
479,2.0,3.0,1 264 m²,,2924,2019-05-31,2345000.0,House,"lat: 51.5073509,long: -0.1277583"
480,2.0,3.0,,,2925,2019-09-20,950000.0,House,"lat: 51.5073509,long: -0.1277583"
481,2.0,4.0,,2.0,2935,2019-10-10,2800000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
482,4.0,4.0,1 486 m²,3.0,2938,2019-03-28,7500000.0,House,"lat: 51.5073509,long: -0.1277583"
